level_0,index,Year,State,County,CountyFIPS,Median_Household_Income,Unemployment_Rate,Income_Inequality_Gini,Households_on_Food_Stamps,Households_Income_Below_10K,Population_Income_Above_200PCT_Poverty,High_School_Graduation_Rate,Bachelor_Degree_Rate,Less_Than_High_School_Edu,Graduate_Degree_Rate,Youth_Not_in_School_or_Work,Uninsured_Rate_Under_64,Hospitals_with_Ambulance_per_1K,Median_Distance_to_ER,Median_Distance_to_Clinic,Advanced_Nurses_per_1K,Primary_Care_Shortage_Score,Households_No_Vehicle,Median_Home_Value,Percent_Homes_Built_Pre_1979,Days_Heat_Index_Above_100F,Storm_Injuries_Total,Elderly_Living_Alone,Single_Parent_Households,Non_Citizen_Population,Limited_English_Households,Injury_Death_Rate,Self_Harm_Death_Rate,Poverty_Rate,Premature_Death_Rate,Adult_Health_Score,Max_SDOH_Category,Max_SDOH_Percent
71,126,2010,Texas,Jones County,48253,39568.0,7.74,0.41,10.56,6.39,64.81,35.07,6.75,30.36,2.53,0.0,25.6,0.1,10.49,11.13,0.15,2.0,7.26,51700.0,71.5,71.0,0.0,16.54,22.51,3.35,2.87,0.3686152427072524,0.8280445969125214,14.821624382483462,0.6055541270249423,0.4432784912816067,Healthcare Access,32.21377292454389
72,128,2010,Texas,Kaufman County,48257,58555.0,7.66,0.39,9.6,5.47,70.52,33.72,12.41,17.28,4.8,4.45,23.7,0.01,7.62,8.65,0.22,0.0,3.75,130000.0,27.21,96.0,0.0,6.86,25.72,4.69,3.69,0.3325262308313156,0.4000857632933104,11.501909739928609,0.4404731293391617,0.5959496768177772,Economic Stability,37.70200634230151
73,129,2010,Texas,Kendall County,48259,66655.0,4.38,0.48,5.17,3.77,76.12,22.59,22.62,8.86,12.87,1.9,19.1,0.0,19.12,20.46,0.33,0.0,2.64,243900.0,23.75,50.0,0.0,7.86,15.05,5.25,3.48,0.4691571543871786,0.5428816466552316,6.913410033336043,0.0411416816662381,0.7802796800185804,Economic Stability,28.75736989987974
74,132,2010,Texas,Kerr County,48265,43072.0,5.99,0.45,9.05,6.5,61.89,28.74,17.76,13.81,9.21,1.09,27.8,0.0,23.42,22.74,0.56,0.0,3.38,129600.0,44.27,38.0,0.0,14.34,33.78,4.06,3.62,0.6245820362043124,0.7024013722126929,13.81164034117833,0.2980200565698123,0.5635732179755495,Healthcare Access,41.44050964914659
75,136,2010,Texas,Kleberg County,48273,36571.0,9.32,0.49,14.76,17.01,51.67,26.53,13.76,23.93,6.59,4.22,25.7,0.0,20.84,0.87,0.16,0.0,8.03,74500.0,68.02,96.0,0.0,8.83,35.74,4.99,7.94,0.1229101810215612,0.2135506003430532,21.19703665493385,0.4710722550784265,0.6591285326121704,Economic Stability,42.20095321684293
76,138,2010,Texas,Lamar County,48277,38015.0,6.81,0.45,15.12,10.36,59.07,34.59,12.09,17.59,5.34,5.99,25.0,0.0,24.35,1.02,0.56,0.0,8.96,81100.0,49.6,83.0,0.0,12.98,29.32,2.9,1.59,0.3606595180445059,0.5686106346483705,16.273661842828357,0.5955258421187966,0.4776255758505332,Healthcare Access,46.198843719955875
77,140,2010,Texas,Lampasas County,48281,46378.0,8.4,0.44,10.27,6.41,64.91,31.9,12.46,17.44,4.87,8.22,28.1,0.0,3.43,2.78,0.2,1.0,5.42,121300.0,41.35,75.0,0.0,10.92,27.37,3.64,2.39,0.4307621353626196,0.3297598627787306,14.15822662173547,0.3332476214965286,0.6378468002154238,Education,26.395156620168684
78,142,2010,Texas,Lavaca County,48285,41429.0,6.27,0.44,7.8,5.52,65.57,38.28,10.23,23.67,3.74,1.27,24.9,0.0,3.99,1.03,0.21,0.0,5.41,83100.0,63.24,94.0,0.0,13.74,24.03,3.43,2.51,0.3026634382566585,0.2975986277873069,10.60630276956171,0.1558241193108768,0.7859466341577456,Economic Stability,25.694202815750867
79,145,2010,Texas,Liberty County,48291,45929.0,9.04,0.41,13.8,8.03,62.65,36.22,6.32,26.76,2.47,5.45,26.3,0.0,8.54,4.5,0.13,2.0,4.95,79200.0,42.29,86.0,0.0,9.88,28.11,5.19,3.5,0.4683500518851609,0.2993138936535163,15.793064122669453,0.6834661866803806,0.4194838830608717,Education,36.33151970794573
80,146,2010,Texas,Limestone County,48293,42140.0,4.04,0.41,7.2,8.95,61.18,35.34,7.65,25.45,4.37,1.81,26.0,0.04,10.35,1.26,0.21,2.0,3.28,78600.0,56.87,89.0,0.0,13.17,25.14,7.65,3.03,0.7862331373227258,0.5102915951972555,18.971772896808957,0.7842633067626641,0.2425429152258582,Healthcare Access,28.704531142017586
81,148,2010,Texas,Live Oak County,48297,43719.0,3.31,0.43,9.31,8.17,64.26,32.75,9.94,22.95,4.07,5.66,24.2,0.0,35.04,1.26,0.09,1.0,6.2,83500.0,55.91,105.0,0.0,14.47,16.96,3.4,3.66,0.5728121757177448,0.6269296740994853,13.019157046563882,0.2687066083826177,0.6042394148451573,Healthcare Access,25.219945927109606
82,149,2010,Texas,Llano County,48299,41969.0,4.63,0.48,6.5,7.98,64.23,30.39,17.85,12.01,8.17,5.38,24.1,0.0,10.0,3.32,0.21,0.0,3.97,150700.0,45.15,82.0,0.0,19.43,41.38,2.64,1.3,0.6858065260002306,0.9807032590051455,14.430422109659643,0.282591925944973,0.5266325607324324,Community Context,27.849310984518088
83,151,2010,Texas,Lubbock County,48303,42562.0,5.98,0.48,10.96,9.99,59.28,26.91,17.95,16.63,9.51,2.11,22.6,0.01,5.08,1.43,0.63,1.0,5.72,103100.0,55.42,4.0,0.0,7.67,33.09,3.42,3.41,0.3108497636342673,0.3344768439108061,18.331001479635542,0.4980714836718951,0.574454496315502,Healthcare Access,25.10600800527908
84,153,2010,Texas,McCulloch County,48307,34459.0,5.89,0.49,16.11,11.72,56.27,32.84,13.93,25.18,6.46,5.06,28.8,0.0,1.21,1.22,0.0,2.0,6.75,71200.0,74.69,57.0,0.0,19.75,21.84,3.42,3.74,0.5354548599100658,0.8490566037735847,21.62870765275257,0.7222936487528928,0.3210816923978861,Economic Stability,28.562649084045262
85,154,2010,Texas,McLennan County,48309,40672.0,7.23,0.46,11.96,11.26,56.47,28.76,13.55,19.7,7.03,2.47,23.9,0.0,22.67,1.26,0.32,2.0,6.58,101000.0,57.65,94.0,0.0,9.22,35.91,6.06,4.76,0.3248011068834313,0.3040308747855917,19.9002603319232,0.4901002828490615,0.5780964107469746,Healthcare Access,34.65627538381524
86,156,2010,Texas,Madison County,48313,37207.0,6.02,0.45,11.83,7.63,51.77,42.53,9.11,21.84,2.39,0.97,31.9,0.0,30.04,4.37,0.07,2.0,5.76,84700.0,50.97,98.0,0.0,13.92,32.85,6.4,4.01,0.6098235904531305,0.8289022298456261,20.660142430703623,0.3939316019542299,0.4978037387069602,Healthcare Access,30.40635237068884
87,157,2010,Texas,Marion County,48315,29943.0,11.04,0.49,14.99,17.16,53.8,37.13,6.29,23.06,4.89,6.68,27.4,0.0,16.83,6.18,0.28,1.0,10.41,58700.0,51.75,90.0,0.0,13.3,39.66,1.57,0.51,0.563472846765825,0.9999999999999998,21.046018180197844,0.6371817948058627,0.3486490690867349,Economic Stability,42.13230620742683
88,160,2010,Texas,Matagorda County,48321,43205.0,10.47,0.47,14.43,9.82,57.41,34.75,10.92,23.38,3.21,6.74,28.5,0.0,16.82,2.67,0.08,2.0,7.55,83400.0,62.57,80.0,0.0,8.64,29.87,7.9,4.39,0.4179637956877666,0.2281303602058319,19.130471243042678,0.4379017742350218,0.5890567607320737,Economic Stability,30.561273699007778
89,161,2010,Texas,Maverick County,48323,28813.0,11.27,0.47,33.03,15.45,33.47,22.3,9.48,44.79,4.21,3.6,33.9,0.0,84.25,0.76,0.13,1.0,8.47,77700.0,38.55,105.0,0.0,6.67,32.11,21.28,37.08,0.0629539951573849,0.0355917667238422,23.01622448979592,0.1115968115196709,0.9105965378685976,Economic Stability,34.17953605353006
90,162,2010,Texas,Medina County,48325,49138.0,8.6,0.42,12.07,7.61,63.6,29.01,12.92,21.66,6.34,4.25,25.3,0.0,15.69,3.9,0.04,1.0,3.46,102900.0,43.57,91.0,0.0,8.38,25.93,4.05,6.79,0.3547791998155194,0.4159519725557461,14.064021015040174,0.3214193880174854,0.6591194099892783,Economic Stability,30.65528701276974
91,164,2010,Texas,Midland County,48329,54945.0,3.96,0.5,9.81,6.25,68.73,25.35,17.51,18.8,6.34,3.09,24.4,0.02,17.83,1.52,0.37,1.0,4.26,121200.0,52.97,22.0,1.0,7.56,29.67,5.13,6.78,0.2674968292401707,0.2221269296740994,11.21561545697952,0.3005914116739522,0.7171834112561675,Economic Stability,40.6420907912147
92,165,2010,Texas,Milam County,48331,39035.0,5.6,0.46,13.88,9.36,57.73,41.76,9.22,18.55,4.33,0.0,26.3,0.0,4.19,4.14,0.48,1.0,6.69,81600.0,62.78,97.0,0.0,12.66,21.91,3.78,4.49,0.5550559206733542,0.2881646655231561,18.456815013855067,0.5538698894317307,0.4723448235866397,Education,29.835305028307136
93,168,2010,Texas,Montague County,48337,42482.0,6.81,0.44,9.5,10.32,62.46,34.94,11.81,18.78,4.87,5.16,26.8,0.05,11.45,2.63,0.2,2.0,4.24,83900.0,63.8,81.0,0.0,14.19,26.7,2.35,0.75,0.8574887582151505,0.7165523156089193,13.591917093866003,0.5605554127024943,0.3347648933530663,Healthcare Access,33.79769179632431
94,169,2010,Texas,Montgomery County,48339,65620.0,6.1,0.46,5.58,4.27,73.11,25.58,20.91,14.11,8.81,1.79,21.7,0.0,6.67,10.18,0.23,2.0,3.42,157100.0,23.31,89.0,1.0,6.21,21.65,8.44,3.77,0.2431684538222068,0.3627787307032589,10.972629598662207,0.2630496271535099,0.7329418144909061,Economic Stability,29.500742182300733
95,171,2010,Texas,Morris County,48343,38843.0,6.86,0.44,12.73,11.42,58.23,34.54,9.49,17.66,7.82,3.95,23.5,0.0,13.86,1.26,0.0,1.0,7.41,75500.0,68.58,85.0,0.0,15.69,41.75,2.79,1.11,0.6321918597947654,0.5934819897084048,16.350946191601526,0.6742093083054772,0.3464686581074435,Community Context,29.059758376290485
96,173,2010,Texas,Nacogdoches County,48347,33189.0,7.27,0.49,13.94,14.31,50.31,30.1,15.76,19.47,8.23,1.39,28.3,0.02,2.27,2.62,0.51,2.0,6.15,88600.0,48.67,87.0,0.0,9.21,38.46,6.46,3.7,0.488873515507898,0.5132933104631218,24.2697263871241,0.6160966829519157,0.432350604530169,Economic Stability,42.94842341955915
97,174,2010,Texas,Navarro County,48349,41654.0,7.96,0.45,12.99,8.53,56.42,32.26,10.34,23.54,5.36,3.34,29.6,0.0,30.37,13.14,0.13,2.0,7.97,79300.0,56.37,97.0,4.0,11.55,34.45,8.79,6.44,0.3336792344056267,0.4751286449399656,19.94334103855362,0.4697865775263565,0.5705114186685015,Healthcare Access,36.319177183649465
98,176,2010,Texas,Nolan County,48353,37102.0,6.88,0.45,15.06,9.6,56.68,33.26,12.27,22.59,4.78,3.02,24.9,0.0,25.08,1.55,0.39,2.0,6.34,51600.0,81.87,42.0,0.0,11.41,34.58,3.25,4.37,0.4739997693992851,0.3790737564322469,19.117620501815782,0.6009256878374905,0.4593372808344955,Neighborhood and Environment,34.31635606623579
99,177,2010,Texas,Nueces County,48355,43280.0,7.92,0.47,14.95,9.57,58.82,27.07,12.45,21.75,7.43,2.53,23.9,0.01,2.65,4.98,0.47,1.0,8.42,103900.0,60.26,90.0,6.0,8.04,39.25,4.47,7.64,0.2031592297936124,0.2735849056603774,17.03830945190516,0.3900745692980201,0.6776489989170664,Neighborhood and Environment,40.84821835556326
100,180,2010,Texas,Orange County,48361,47914.0,7.43,0.43,14.61,8.96,67.11,42.49,9.02,14.15,3.45,1.57,21.7,0.01,15.5,2.53,0.17,1.0,5.87,81500.0,60.82,85.0,1.0,8.48,29.88,1.44,0.83,0.5044390637610977,0.5596054888507718,14.718804680468049,0.6582669066598099,0.3977475879907075,Education,33.31984092480458
101,181,2010,Texas,Palo Pinto County,48363,41095.0,7.87,0.46,9.76,8.08,60.92,34.61,9.23,23.19,4.47,2.11,27.8,0.0,3.19,2.79,0.5,2.0,5.09,80500.0,64.69,83.0,0.0,10.43,33.36,3.71,4.81,0.6507552173411738,0.8507718696397941,14.98179487179487,0.610696837233222,0.3532781454937352,Healthcare Access,37.125743643879424
102,182,2010,Texas,Panola County,48365,45622.0,5.6,0.44,9.68,10.08,65.48,37.33,8.16,18.52,3.21,6.62,22.5,0.0,36.1,6.52,0.08,0.0,7.08,81900.0,62.59,86.0,0.0,12.77,31.5,2.44,0.78,0.6216995272685346,0.2435677530017152,12.114968675142809,0.5176137824633582,0.4785650970412531,Healthcare Access,33.94649032210922
103,183,2010,Texas,Parker County,48367,61340.0,6.1,0.44,6.7,6.09,73.96,29.02,15.29,14.57,7.11,3.73,21.7,0.0,12.89,4.79,0.17,2.0,4.35,147100.0,30.23,80.0,0.0,7.21,21.02,2.64,1.45,0.3349475383373689,0.3726415094339622,10.976588005677788,0.4170737978914889,0.6120073088204997,Economic Stability,33.7957717691046
104,186,2010,Texas,Polk County,48373,33325.0,9.06,0.44,15.75,13.22,49.77,37.76,6.98,25.08,3.64,4.26,29.3,0.0,26.81,4.5,0.2,1.0,6.07,67700.0,47.61,89.0,0.0,12.77,45.03,4.31,1.85,1.0,0.7469982847341338,23.07761024305556,0.923373617896632,0.0712760007886075,Economic Stability,37.45146712736959
105,187,2010,Texas,Potter County,48375,36766.0,6.43,0.46,13.02,10.61,51.17,28.12,10.41,24.6,4.61,2.63,29.7,0.01,4.91,2.3,1.06,1.0,7.59,80600.0,70.61,1.0,0.0,8.61,43.28,9.84,7.53,0.5171221030785196,0.4708404802744425,21.598876370280145,0.6191823090768835,0.4262699356028698,Healthcare Access,31.58078733796028
106,190,2010,Texas,Randall County,48381,56041.0,4.12,0.44,5.97,5.4,73.86,24.5,20.27,8.72,9.79,1.64,21.0,0.01,3.83,5.13,0.22,0.0,4.14,130400.0,57.99,1.0,0.0,8.16,26.81,2.48,1.6,0.3197278911564626,0.5047169811320755,9.719691437387503,0.2411931087683209,0.7088940692788611,Economic Stability,30.473554295131816
107,193,2010,Texas,Red River County,48387,37047.0,8.61,0.41,12.37,8.79,57.8,37.2,6.43,27.52,2.13,1.23,23.7,0.0,24.29,13.11,0.0,1.0,4.46,59700.0,60.3,88.0,0.0,11.12,33.36,1.7,0.74,0.7274299550328606,0.8632075471698113,17.635251657484357,0.9264592440215996,0.139574712360201,Healthcare Access,28.185698361802284
108,197,2010,Texas,Robertson County,48395,38393.0,7.88,0.48,18.42,9.82,54.9,36.63,11.6,23.38,4.18,5.88,27.0,0.0,20.22,1.16,0.18,1.0,9.87,77300.0,51.78,95.0,0.0,10.54,43.45,5.62,2.95,0.7661708751297129,0.7894511149228131,21.605849822863565,0.7379789148881462,0.2484162770359171,Economic Stability,32.13473759404767
109,198,2010,Texas,Rockwall County,48397,78032.0,5.74,0.39,4.43,2.93,82.33,23.49,24.77,8.73,10.85,0.42,18.3,0.0,3.76,14.67,0.26,0.0,0.94,189000.0,16.37,86.0,0.0,4.68,18.58,5.92,2.77,0.0689496137438026,0.1818181818181818,5.7941677657610136,0.1121110825404988,0.8938666481707417,Economic Stability,33.93069236828954
110,200,2010,Texas,Rusk County,48401,46574.0,5.05,0.46,8.12,7.51,65.13,34.53,9.91,20.58,4.89,1.52,25.4,0.0,27.01,3.18,0.21,2.0,4.5,86700.0,59.09,83.0,0.0,10.02,27.34,4.8,2.1,0.5266920327453015,0.4005145797598627,12.638984671029968,0.6711236821805093,0.3992667228921177,Economic Stability,31.668508623131043
111,201,2010,Texas,Sabine County,48403,33589.0,10.21,0.43,13.23,12.48,53.53,39.24,8.52,22.49,3.71,6.56,25.2,0.09,8.68,2.51,0.18,1.0,3.27,68000.0,50.81,87.0,0.0,14.94,28.88,0.98,1.72,0.7901533494753834,0.9339622641509432,20.038976953344577,0.8403188480329133,0.1653664599225426,Economic Stability,30.509949044669522
112,203,2010,Texas,San Jacinto County,48407,46285.0,10.85,0.44,13.61,8.75,63.5,38.84,6.73,23.03,2.87,2.5,28.7,0.0,16.16,9.17,0.04,1.0,7.37,75600.0,38.83,90.0,0.0,9.72,24.57,2.41,1.93,0.6072869825896462,0.7024013722126929,18.952159070913247,0.8444330161995373,0.2409139582821144,Healthcare Access,26.02944836037395
113,204,2010,Texas,San Patricio County,48409,45189.0,7.51,0.44,15.7,8.76,62.12,31.04,11.39,23.7,3.73,4.3,22.6,0.02,8.65,3.49,0.15,2.0,8.07,88300.0,59.8,89.0,0.0,8.11,30.76,3.33,9.05,0.2108843537414965,0.3769296740994854,14.456972914114605,0.5281563383903318,0.5821479234334034,Healthcare Access,38.46494349360591
114,209,2010,Texas,Shelby County,48419,32425.0,7.26,0.49,17.89,11.16,51.93,39.27,9.87,24.58,3.61,3.22,30.6,0.0,19.81,4.05,0.24,1.0,8.43,64400.0,57.57,84.0,0.0,13.4,38.96,7.36,4.61,0.8936930704485184,0.3799313893653515,24.43745344872804,0.96451529956287,0.1151897601911874,Economic Stability,38.97765518309417
115,211,2010,Texas,Smith County,48423,46139.0,7.24,0.48,10.32,7.26,63.29,26.64,16.78,15.76,7.75,3.42,27.2,0.0,3.75,4.17,0.75,2.0,5.92,118000.0,47.04,83.0,2.0,9.78,29.55,6.59,3.36,0.3611207194742304,0.4056603773584906,15.556585575517923,0.4114168166623811,0.6042476564244531,Healthcare Access,36.16254849640268
116,213,2010,Texas,Starr County,48427,24441.0,9.7,0.52,39.01,16.69,29.71,21.88,7.02,52.1,2.75,4.0,35.8,0.0,6.88,2.25,0.07,1.0,9.09,57000.0,35.06,114.0,0.0,8.24,29.97,21.58,33.94,0.2085783465928744,0.0784734133790737,27.00913412099333,0.3954744150167137,0.692294505674202,Economic Stability,40.2106893157362
117,219,2010,Texas,Tarrant County,48439,55306.0,7.43,0.45,7.89,5.77,67.68,24.56,20.05,16.19,8.7,3.45,23.6,0.0,3.82,5.94,0.44,1.0,4.7,134900.0,42.11,84.0,5.0,6.3,28.92,10.56,6.71,0.1283292978208232,0.2392795883361921,13.027997685185182,0.3391617382360504,0.7340762088785036,Neighborhood and Environment,33.129403045497554
118,220,2010,Texas,Taylor County,48441,42403.0,5.36,0.45,10.24,7.86,61.93,27.76,16.84,15.86,7.35,1.87,23.7,0.01,3.79,14.06,0.65,0.0,5.47,89900.0,62.02,65.0,0.0,9.86,31.71,2.66,2.4,0.3209961950882047,0.3567753001715266,16.466810244470313,0.5160709694008743,0.5583810298158614,Healthcare Access,43.324000390131566
119,222,2010,Texas,Terry County,48445,39498.0,6.91,0.55,16.6,11.77,57.63,34.18,10.58,31.86,3.73,3.41,29.8,0.08,1.26,0.99,0.24,2.0,7.15,63000.0,79.07,4.0,0.0,13.6,21.28,7.43,9.1,0.5444482877896922,0.6303602058319039,16.726910394265232,0.5705836976086398,0.431279274514718,Healthcare Access,28.617678819019133
120,224,2010,Texas,Titus County,48449,39423.0,7.47,0.42,11.93,7.03,50.35,31.02,9.76,27.06,3.91,1.73,31.9,0.0,9.41,7.46,0.49,0.0,4.75,86800.0,46.97,87.0,0.0,9.12,29.25,14.42,10.65,0.4060878588723625,0.5265866209262435,16.34167511944138,0.4178452044227309,0.5748078575920282,Healthcare Access,34.36566537390891
121,225,2010,Texas,Tom Green County,48451,41398.0,6.57,0.45,9.95,7.27,59.37,29.79,15.66,18.81,5.99,3.43,24.3,0.0,35.74,1.71,0.66,2.0,6.14,88600.0,62.47,62.0,0.0,11.05,30.32,4.2,4.87,0.2357892309466159,0.3709262435677529,15.904644488428744,0.4944715865260993,0.5954876544435803,Healthcare Access,51.84152156914272
122,226,2010,Texas,Travis County,48453,54074.0,6.43,0.49,7.49,7.44,66.24,17.56,27.55,13.7,15.95,2.48,22.7,0.0,4.27,1.91,0.6,1.0,6.33,200300.0,38.15,90.0,0.0,4.69,30.27,13.37,7.53,0.1403205349936584,0.3001715265866209,15.851168937107431,0.1640524556441244,0.8294552134567656,Education,37.11625239332182
123,228,2010,Texas,Tyler County,48457,35346.0,9.0,0.44,16.46,8.76,53.08,40.43,7.5,17.05,4.67,5.5,24.4,0.0,10.32,7.63,0.14,1.0,5.82,71100.0,59.36,86.0,0.0,13.34,33.44,1.03,0.27,0.738498789346247,0.6453687821612348,19.376063771302917,0.4003599897145796,0.4736974911512546,Economic Stability,28.333455475758797
124,229,2010,Texas,Upshur County,48459,44403.0,6.82,0.43,10.61,8.08,62.71,35.02,10.42,16.64,4.63,3.43,25.5,0.0,9.41,7.45,0.23,1.0,5.24,86100.0,52.38,88.0,0.0,8.37,29.29,2.62,1.15,0.5138936930704485,0.449828473413379,13.443228425469805,0.6274106454101314,0.4244026574914487,Education,23.426887341564232
125,232,2010,Texas,Val Verde County,48465,36993.0,8.78,0.44,17.19,9.43,48.86,25.6,11.41,36.0,4.43,2.93,30.9,0.0,102.62,1.05,0.2,2.0,6.06,81000.0,54.5,99.0,0.0,8.53,30.9,14.41,17.17,0.134555517122103,0.0921955403087478,18.62635631921452,0.2705065569555156,0.7881098566591849,Healthcare Access,38.06148377648553
126,233,2010,Texas,Van Zandt County,48467,43074.0,6.69,0.43,8.46,8.61,64.28,36.98,7.77,21.17,4.32,1.53,27.8,0.0,25.18,1.06,0.04,0.0,4.17,95900.0,46.54,92.0,0.0,12.5,22.89,2.81,1.61,0.6008301625735041,0.5767581475128645,15.241681694826228,0.6168680894831577,0.3919542827867676,Healthcare Access,38.38180403944615
127,234,2010,Texas,Victoria County,48469,48767.0,6.96,0.45,12.94,7.33,62.84,30.32,11.8,19.92,5.15,1.72,24.6,0.02,2.36,22.56,0.4,0.0,7.18,98200.0,56.38,90.0,0.0,9.19,41.93,3.96,4.16,0.3151158768592182,0.4463979416809605,15.632806283491153,0.3576754949858576,0.6462201457826239,Healthcare Access,53.708169674020546
128,235,2010,Texas,Walker County,48471,34259.0,7.15,0.49,10.36,17.21,54.53,33.97,11.62,19.72,5.45,1.38,26.0,0.0,35.12,4.77,0.19,2.0,6.5,106100.0,35.87,89.0,0.0,8.11,31.34,6.03,3.59,0.2551596909950421,0.4018010291595197,23.7611783904492,0.371303677037799,0.660489783562856,Economic Stability,48.352273430299775
129,236,2010,Texas,Waller County,48473,47324.0,6.9,0.45,9.14,7.65,57.45,36.68,14.61,20.45,5.03,0.91,30.6,0.0,22.34,3.41,0.07,1.0,4.2,117900.0,32.16,93.0,0.0,5.65,27.95,12.01,5.86,0.4008993427879627,0.3953687821612349,18.864194431409352,0.4402159938287479,0.576063722650239,Healthcare Access,30.119020046164803
130,238,2010,Texas,Washington County,48477,43159.0,4.68,0.51,8.41,10.25,60.55,29.96,17.61,20.78,8.23,0.66,23.8,0.0,30.87,1.69,0.3,2.0,6.92,135500.0,50.32,92.0,0.0,13.88,32.42,4.29,3.39,0.3808370805949498,0.3271869639794168,15.82624500434405,0.2815633839033171,0.684092149081583,Economic Stability,28.415324127169367
131,239,2010,Texas,Webb County,48479,36684.0,7.47,0.46,27.36,11.26,41.41,21.55,12.34,37.29,4.37,2.15,36.8,0.0,87.59,1.36,0.27,1.0,8.87,104000.0,33.59,105.0,0.0,5.38,34.17,20.89,35.78,0.0734463276836158,0.0531732418524871,22.490291060291057,0.2669066598097197,0.8125047816238348,Community Context,28.574043059525977
132,240,2010,Texas,Wharton County,48481,41148.0,6.01,0.46,11.99,9.11,59.99,33.57,11.65,24.88,3.8,3.52,28.2,0.0,12.08,2.01,0.22,2.0,7.43,85800.0,66.1,86.0,0.0,12.55,37.28,6.05,6.04,0.3578923094661593,0.1200686106346483,15.210104696153554,0.4222165080997686,0.6272955412368262,Healthcare Access,33.83768432776816
133,242,2010,Texas,Wichita County,48485,42971.0,5.83,0.47,11.21,8.04,62.29,33.67,13.73,17.19,6.31,1.6,24.0,0.01,3.01,3.88,0.52,2.0,5.69,87400.0,66.91,85.0,0.0,9.5,30.94,3.88,2.39,0.3758791652254122,0.5008576329331046,14.924420038861198,0.740293134481872,0.3929746064499427,Healthcare Access,34.42021794293096
134,245,2010,Texas,Williamson County,48491,68780.0,6.45,0.37,5.59,3.06,79.64,20.91,26.24,8.37,11.1,1.5,17.8,0.01,4.15,4.41,0.25,2.0,2.74,172200.0,16.73,84.0,0.0,5.46,20.29,6.43,3.18,0.071601521964718,0.2058319039451115,6.54164188965973,0.0336847518642324,0.937725501897534,Economic Stability,35.26732401590684
135,246,2010,Texas,Wilson County,48493,60493.0,5.6,0.39,7.9,4.0,73.9,36.05,13.38,15.5,4.83,3.3,22.8,0.0,8.4,4.1,0.14,1.0,2.84,124100.0,30.34,97.0,0.0,6.79,17.43,2.7,3.66,0.2989738268188631,0.368353344768439,8.498368082170783,0.2789920287991773,0.7060773001979909,Economic Stability,42.13115046207129
136,248,2010,Texas,Wise County,48497,55207.0,8.11,0.4,6.71,5.08,69.51,35.56,11.09,18.52,4.49,4.75,26.3,0.0,10.08,5.72,0.22,1.0,3.01,119900.0,35.75,84.0,0.0,7.97,17.54,5.14,2.05,0.4499019946961836,0.2204116638078902,9.650675457252232,0.3895602982771922,0.6092520562440406,Economic Stability,42.441694892705634
137,249,2010,Texas,Wood County,48499,41277.0,7.87,0.43,7.66,7.72,65.2,35.52,11.34,19.24,5.15,1.55,27.3,0.0,21.6,2.67,0.33,2.0,4.49,94800.0,44.4,86.0,3.0,12.94,23.26,2.95,1.04,0.5874553211114955,0.4867066895368781,16.915628609506886,0.6006685523270765,0.4146916033166177,Neighborhood and Environment,26.329561613592812
138,251,2010,Texas,Young County,48503,36900.0,4.32,0.51,10.22,8.97,61.19,33.38,11.18,23.45,2.39,0.0,26.8,0.11,1.59,1.4,0.38,2.0,3.73,69400.0,69.86,83.0,0.0,13.66,21.7,3.13,5.01,0.7212037357315808,0.6505145797598627,15.863121134020618,0.8002057084083312,0.2384639962595408,Healthcare Access,38.42618297113759
