Year,State,County,CountyFIPS,Median_Household_Income,Unemployment_Rate,Income_Inequality_Gini,Households_on_Food_Stamps,Households_Income_Below_10K,Population_Income_Above_200PCT_Poverty,High_School_Graduation_Rate,Bachelor_Degree_Rate,Less_Than_High_School_Edu,Graduate_Degree_Rate,Youth_Not_in_School_or_Work,Uninsured_Rate_Under_64,Hospitals_with_Ambulance_per_1K,Median_Distance_to_ER,Median_Distance_to_Clinic,Advanced_Nurses_per_1K,Primary_Care_Shortage_Score,Households_No_Vehicle,Median_Home_Value,Percent_Homes_Built_Pre_1979,Days_Heat_Index_Above_100F,Storm_Injuries_Total,Elderly_Living_Alone,Single_Parent_Households,Non_Citizen_Population,Limited_English_Households,Injury_Death_Rate,Self_Harm_Death_Rate,Poverty_Rate,Premature_Death_Rate,Adult_Health_Score,Max_SDOH_Category,Max_SDOH_Percent
2015,Texas,Hutchinson County,48233,49353.0,5.26,0.43,13.72,7.79,61.66,31.23,10.8,15.83,4.33,4.39,20.94,0.0,1.21,0.96,0.14,0.0,6.15,73500.0,70.21,8.0,1.0,11.05,36.18,4.32,1.89,0.7348335107191728,0.5957367240089753,16.121255294884328,0.771451011191832,0.2571056676682514,Healthcare Access,33.042496471657834
2015,Texas,Jasper County,48241,40820.0,11.4,0.44,14.89,9.53,60.24,44.0,6.97,15.87,2.61,1.26,23.49,0.0,1.45,1.14,0.51,2.0,6.73,86500.0,47.29,55.0,0.0,13.59,30.7,1.81,1.44,0.6014900410521513,0.206432311144353,16.588680975967712,0.6285097192224622,0.421803925036442,Education,33.46327816911001
2015,Texas,Jefferson County,48245,43540.0,8.82,0.49,17.78,10.4,58.51,33.33,13.02,16.96,5.38,2.7,25.36,0.0,1.62,3.33,0.98,2.0,8.92,97900.0,63.37,56.0,0.0,11.72,42.8,7.59,4.5,0.3252242663828493,0.2827225130890052,19.071192849493368,0.4700569408992735,0.5921263042366806,Healthcare Access,38.96340098017268
2015,Texas,Jim Wells County,48249,42986.0,6.64,0.5,16.99,11.71,56.26,34.1,7.32,28.88,3.66,7.56,25.94,0.0,2.97,0.86,0.36,1.0,8.65,70100.0,61.74,78.0,0.0,9.21,32.68,3.58,9.83,0.7693477269271705,0.3320867614061331,20.637812397686343,0.5319065383860201,0.4168430827496234,Education,28.658998323921246
2015,Texas,Johnson County,48251,58135.0,7.31,0.41,11.7,5.18,68.7,31.66,12.37,16.77,4.95,3.74,23.74,0.0,5.65,2.3,0.28,0.0,3.16,119200.0,36.01,53.0,0.0,7.34,24.35,4.88,2.69,0.3563934924737721,0.3328347045624532,12.250094155844156,0.3367366974278422,0.6577564633449178,Economic Stability,38.50645829094863
2015,Texas,Jones County,48253,43897.0,4.19,0.45,10.04,8.51,60.03,39.03,7.23,26.05,2.45,1.34,23.92,0.0,3.82,5.11,0.2,1.0,5.88,69000.0,72.33,43.0,0.0,15.05,28.02,2.39,2.9,0.8643758552531549,0.932311144353029,23.346597414955195,0.4517965835460436,0.3763781788611245,Education,29.109264325502927
2015,Texas,Karnes County,48255,45502.0,4.82,0.59,21.68,10.79,55.39,36.26,10.02,26.25,2.98,3.16,17.8,0.0,6.26,5.06,0.2,1.0,7.75,87200.0,66.51,65.0,0.0,14.57,43.1,2.81,6.68,0.805230348183062,0.6054599850411369,24.91211766494375,0.3569605340663656,0.4837085766011483,Economic Stability,42.054011141611475
2015,Texas,Kaufman County,48257,60391.0,8.75,0.41,11.67,5.61,67.8,31.44,12.95,16.39,6.07,1.19,21.71,0.0,6.74,8.43,0.32,0.0,3.45,134700.0,27.16,66.0,0.0,7.77,23.5,5.71,3.24,0.3348031017181084,0.3290949887808526,13.94888501163177,0.3926958570587081,0.6310320563712573,Economic Stability,35.498572994362846
2015,Texas,Kendall County,48259,73240.0,4.49,0.45,6.35,3.98,77.83,21.1,26.67,9.19,14.16,1.88,14.44,0.0,17.37,4.15,0.5,0.0,3.1,281200.0,20.22,20.0,0.0,11.55,22.3,3.51,2.79,0.5829405504029191,0.4663425579655946,9.344738942998562,0.0481052424896917,0.7496204335887497,Economic Stability,27.449132649612164
2015,Texas,Kerr County,48265,43810.0,8.04,0.47,11.35,6.52,60.35,27.81,18.39,12.43,9.67,5.08,24.88,0.0,2.19,22.74,0.82,0.0,4.64,158200.0,41.21,14.0,0.0,17.01,33.6,3.21,3.03,0.6977345294207085,0.7030665669409124,15.898522482291344,0.3970155114863538,0.4821636775878839,Healthcare Access,36.78801889231787
2015,Texas,Kleberg County,48273,38247.0,11.73,0.47,19.08,14.75,50.66,22.09,16.86,25.4,8.59,4.07,24.84,0.0,2.61,0.87,0.31,0.0,8.6,80800.0,66.33,82.0,0.0,6.32,41.21,4.47,8.28,0.1283259844914094,0.0658189977561705,22.96085192578676,0.4512075397604556,0.6841957810206869,Economic Stability,35.17170577984125
2015,Texas,Lamar County,48277,40748.0,7.38,0.47,18.85,10.58,57.18,34.66,10.74,14.94,5.48,3.74,22.99,0.0,2.61,1.02,0.75,0.0,7.88,85900.0,51.12,52.0,0.0,12.41,38.78,3.01,0.77,0.6109168313820891,0.4267015706806282,19.005887263261823,0.6546239937168663,0.3812803972871906,Healthcare Access,34.097998492206486
2015,Texas,Lamb County,48279,39851.0,6.16,0.47,18.25,8.32,48.43,30.49,11.57,26.14,4.75,2.34,26.47,0.0,4.19,1.03,0.15,1.0,5.88,62000.0,77.29,0.0,0.0,13.75,39.1,6.34,7.69,0.7734529420708529,0.406133133881825,20.61263043763964,0.3123895542902022,0.5399170714164403,Neighborhood and Environment,30.317019794230877
2015,Texas,Lampasas County,48281,49630.0,8.6,0.41,11.71,8.39,66.61,25.81,14.13,12.33,6.9,4.27,22.93,0.0,3.43,2.63,0.24,1.0,5.46,133300.0,44.9,49.0,0.0,11.93,25.82,3.83,2.52,0.7162840200699405,0.3649962602842183,14.402448646886205,0.3098370312193206,0.5627129492190036,Economic Stability,33.55041348201234
2015,Texas,Lavaca County,48285,48677.0,4.03,0.45,7.73,4.44,67.79,41.63,11.89,18.17,4.02,0.0,18.95,0.0,2.64,1.03,0.3,0.0,4.73,119300.0,57.12,64.0,0.0,13.08,26.03,5.24,3.78,0.5304850235669758,0.3818249813014211,9.581146630236796,0.3279010406440212,0.6059313704133524,Economic Stability,34.60815397535049
2015,Texas,Leon County,48289,49802.0,7.47,0.48,9.2,6.92,63.81,36.19,11.98,16.22,5.22,1.13,25.0,0.0,16.17,7.17,0.12,1.0,3.81,102800.0,40.54,65.0,0.0,12.41,40.01,4.7,3.22,0.8811008058385281,0.6065818997756169,13.782399827660493,0.5091301786766149,0.3695334610649108,Healthcare Access,37.34510574274142
2015,Texas,Liberty County,48291,48729.0,11.5,0.44,16.64,7.4,60.19,38.04,6.66,23.75,2.9,2.72,26.09,0.0,8.51,4.5,0.29,1.0,5.12,87900.0,36.27,61.0,0.0,9.25,24.89,5.48,3.42,0.6027064010947241,0.4076290201944652,17.6702931461602,0.5175731396033773,0.4678812938901099,Education,29.050548940113657
2015,Texas,Limestone County,48293,37554.0,8.22,0.46,11.91,7.88,52.46,35.74,9.93,19.59,3.86,0.16,28.41,0.0,1.28,1.26,0.34,2.0,7.43,83500.0,50.15,68.0,0.0,12.49,38.02,7.87,6.63,0.7932187927626577,0.605833956619297,23.35858815040488,0.5491851560966032,0.371939872851311,Healthcare Access,29.817475172078332
2015,Texas,Live Oak County,48297,50400.0,4.26,0.42,4.35,4.79,67.24,36.02,9.86,19.43,2.89,0.36,24.56,0.0,23.63,1.3,0.33,1.0,2.62,86900.0,51.88,84.0,0.0,15.52,22.3,5.02,4.65,1.0,0.5661929693343304,15.405482719223077,0.5197329668172002,0.3315409229762468,Healthcare Access,31.63477178094254
2015,Texas,Llano County,48299,48259.0,5.77,0.54,8.05,6.77,65.19,27.2,19.4,12.16,8.23,3.01,24.17,0.0,8.51,3.94,0.25,2.0,4.37,160600.0,36.15,54.0,0.0,18.92,38.76,1.69,1.34,0.6796411737874409,0.425953627524308,17.47050796123226,0.4254859611231102,0.4982207084374708,Community Context,27.01122354643946
2015,Texas,Lubbock County,48303,46075.0,6.17,0.48,13.05,9.44,58.83,25.95,17.4,15.25,10.12,1.53,19.73,0.0,1.49,1.31,1.07,2.0,5.55,112600.0,52.16,1.0,0.0,8.98,33.58,3.35,2.83,0.4626729511935532,0.3395661929693342,18.86304021813224,0.4455134498331042,0.559933425445138,Healthcare Access,32.06396259257016
2015,Texas,McLennan County,48309,42687.0,6.21,0.48,13.89,10.57,55.8,27.9,14.58,16.63,7.67,1.76,19.84,0.0,5.15,1.22,0.57,2.0,6.9,114700.0,54.69,73.0,0.0,9.25,34.61,6.08,5.52,0.3985099589478486,0.2367240089753178,20.82951908578684,0.364421755350481,0.638121558207825,Economic Stability,31.760406584422572
2015,Texas,Marion County,48315,34175.0,8.01,0.49,19.02,13.49,52.05,37.58,8.68,16.47,5.65,2.98,27.29,0.0,8.42,6.21,0.2,1.0,7.89,85500.0,48.62,62.0,0.0,14.65,24.64,0.37,0.22,0.9057320967006232,0.7554225878833207,21.194688617811607,0.6817200078539172,0.2437061074891306,Economic Stability,38.27354689343909
2015,Texas,Matagorda County,48321,40797.0,6.36,0.46,17.83,11.81,57.02,35.41,11.75,22.73,3.53,1.38,26.69,0.0,3.92,2.67,0.35,2.0,5.87,93700.0,60.87,57.0,0.0,12.61,38.45,6.77,9.27,0.5967766458871826,0.5235602094240837,20.423236284551702,0.5258197526016101,0.4531191337304708,Economic Stability,30.708793941703167
2015,Texas,Maverick County,48323,33747.0,13.06,0.47,32.55,13.06,41.07,22.42,7.71,40.92,3.01,4.82,36.71,0.0,2.46,0.76,0.14,1.0,7.54,88700.0,34.98,88.0,0.0,8.65,31.37,21.41,32.96,0.1730272160559525,0.0486163051608077,22.64688304997424,0.1894757510308267,0.8295447540486374,Economic Stability,33.36957222750899
2015,Texas,Medina County,48325,57338.0,6.62,0.44,15.44,7.31,69.24,31.85,13.16,18.31,5.76,3.62,16.92,0.0,15.69,3.89,0.14,1.0,4.67,125100.0,38.88,68.0,0.0,8.93,21.28,2.93,4.28,0.3535046373726623,0.18810770381451,13.159762658227846,0.2764578833693304,0.709263108385152,Healthcare Access,38.00486668014518
2015,Texas,Midland County,48329,68806.0,3.43,0.48,7.44,3.67,75.15,23.59,18.25,17.0,7.35,1.99,22.77,0.0,1.64,1.41,0.63,2.0,4.23,166700.0,48.31,19.0,0.0,7.81,27.79,7.19,5.75,0.4591759160711569,0.3885564697083021,8.405701948469057,0.2943255448655016,0.6467962512885217,Economic Stability,46.5215187349507
2015,Texas,Milam County,48331,38929.0,9.58,0.47,20.43,7.82,57.4,37.47,12.35,18.62,4.3,3.89,19.31,0.0,4.19,4.14,0.78,1.0,7.28,80600.0,53.43,68.0,7.0,15.72,35.36,3.87,1.86,0.541128173939486,0.5153328347045623,16.78152690063154,0.4374631847634007,0.5236503534896575,Economic Stability,26.862282148794385
2015,Texas,Montague County,48337,46172.0,6.62,0.45,10.16,7.18,58.97,34.06,11.54,17.63,4.29,8.85,30.05,0.0,2.62,2.63,0.31,1.0,3.5,96000.0,58.8,46.0,0.0,15.23,26.11,4.01,1.74,0.6284020069940702,0.6918474195961106,17.83054568965517,0.4894953858236796,0.4485974244479601,Education,28.867047191643096
2015,Texas,Montgomery County,48339,68838.0,6.1,0.47,7.22,4.38,71.79,24.32,21.7,13.69,10.48,3.17,18.65,0.0,4.41,6.54,0.37,2.0,3.52,176900.0,20.94,64.0,0.0,7.63,22.28,8.78,4.09,0.2295879580355785,0.4016454749439042,12.121740887416149,0.1977223640290595,0.7723256466775004,Economic Stability,31.234538381024002
2015,Texas,Moore County,48341,49802.0,4.08,0.38,13.72,5.77,56.27,26.14,9.46,35.87,2.59,0.0,22.94,0.0,3.41,3.37,0.09,2.0,5.22,93000.0,65.31,0.0,0.0,6.3,25.87,21.71,14.39,0.542952714003345,0.2142857142857142,17.40863929889299,0.3740428038484195,0.5912599320613734,Community Context,28.108855785852597
2015,Texas,Morris County,48343,39453.0,12.66,0.46,21.01,9.97,59.17,34.7,9.39,16.78,5.11,3.67,22.46,0.0,5.72,1.26,0.16,1.0,6.42,69300.0,66.51,58.0,0.0,13.36,31.79,3.32,1.57,0.6705184734681465,0.513462976813762,20.27847134902101,0.773610838405655,0.2833316572347868,Economic Stability,39.13281422533727
2015,Texas,Nacogdoches County,48347,39538.0,8.62,0.5,15.2,13.28,53.38,28.06,14.97,18.01,10.15,1.49,24.75,0.0,1.92,2.62,0.62,2.0,8.23,110400.0,42.38,56.0,0.0,11.22,33.82,7.02,4.14,0.4576554660179412,0.2314884068810769,24.340755621693127,0.4423718829766345,0.5741313897205292,Economic Stability,45.46226304958546
2015,Texas,Navarro County,48349,41505.0,10.94,0.45,20.35,9.3,53.63,30.46,10.82,22.66,4.9,5.17,24.91,0.0,5.74,13.14,0.25,1.0,8.46,81300.0,52.56,75.0,0.0,11.31,37.96,8.48,6.24,0.5770107951953778,0.5086013462976813,20.0333514921838,0.5593952483801297,0.4403994777835407,Economic Stability,33.44826483465957
2015,Texas,Newton County,48351,38144.0,12.08,0.43,14.3,6.55,60.3,50.09,4.59,12.36,1.85,0.0,23.97,0.0,9.74,4.2,0.07,1.0,2.47,74900.0,50.61,55.0,0.0,12.0,41.75,1.18,0.0,0.7641781967462369,0.7056843679880327,12.680911243724545,0.5703907323777735,0.3579436647506615,Education,35.135913506441064
2015,Texas,Nolan County,48353,37102.0,7.66,0.46,17.02,10.36,53.71,34.76,8.87,21.34,3.27,0.0,23.79,0.0,1.55,1.55,0.53,0.0,8.89,57200.0,78.53,20.0,0.0,13.81,37.08,1.94,4.7,0.5993614109776493,0.6522064323111443,19.42577159351639,0.5527194188101316,0.4233392821895118,Healthcare Access,24.99185807569566
2015,Texas,Nueces County,48355,50337.0,6.64,0.46,17.48,8.07,60.63,28.19,12.93,19.18,7.25,2.93,21.75,0.0,1.63,4.98,0.75,2.0,8.53,113200.0,55.71,59.0,0.0,8.4,39.93,4.78,5.91,0.3370837767979321,0.293941660433807,15.541452991452992,0.3599057529943059,0.6535372491206561,Healthcare Access,45.5215243658692
2015,Texas,Ochiltree County,48357,51517.0,5.19,0.46,9.71,5.22,64.27,29.27,10.51,25.23,4.65,4.18,26.25,0.0,1.7,1.7,0.19,0.0,3.03,84200.0,66.34,9.0,0.0,7.74,33.48,16.22,11.58,0.799148547970199,0.6469708302169035,12.263839907977536,0.2493618692322796,0.5459412310478822,Healthcare Access,26.654326683893785
2015,Texas,Orange County,48361,49763.0,8.36,0.45,15.98,7.19,64.92,40.05,10.39,11.23,4.17,5.4,20.41,0.0,6.65,3.06,0.25,1.0,5.65,97800.0,52.15,61.0,0.0,9.98,31.33,1.33,1.01,0.5948000608180021,0.4831712789827972,17.131160216021602,0.5487924602395445,0.4439673777125929,Education,38.06662408825926
2015,Texas,Palo Pinto County,48363,39516.0,8.28,0.48,14.61,9.73,54.21,36.98,10.6,18.43,5.2,5.77,28.5,0.0,3.19,2.79,0.65,2.0,8.0,82800.0,63.53,48.0,0.0,12.5,36.33,3.45,2.94,0.5402159039075566,0.3975317875841436,20.49483974888485,0.5990575299430592,0.4387475321034831,Healthcare Access,29.140666162920546
2015,Texas,Panola County,48365,50119.0,5.75,0.45,13.1,8.49,63.66,32.54,8.92,17.02,3.9,1.58,21.93,0.0,8.93,6.52,0.21,1.0,3.99,91800.0,48.44,58.0,0.0,12.65,26.83,3.59,1.0,0.9774973392124068,0.4977561705310395,14.108057203577436,0.3797368937757707,0.4291330449177115,Healthcare Access,30.883453937201327
2015,Texas,Parker County,48367,67288.0,6.1,0.44,7.9,4.91,75.38,26.87,18.54,11.0,7.94,2.93,18.05,0.0,6.3,4.79,0.27,0.0,3.22,161800.0,28.29,47.0,0.0,7.96,22.25,2.49,1.07,0.3842177284476205,0.4360508601346297,10.032593143256952,0.2794031022972707,0.6734877340738885,Economic Stability,34.409907262376976
2015,Texas,Polk County,48373,39662.0,10.04,0.44,17.95,7.55,56.36,37.7,8.19,20.31,4.13,5.93,25.33,0.0,8.94,4.42,0.3,1.0,4.93,81500.0,38.42,58.0,0.0,13.21,38.73,5.3,2.88,0.7951953778318381,0.6376215407629018,17.69132278638284,0.6391125073630475,0.3142117281563298,Economic Stability,28.52078144652499
2015,Texas,Potter County,48375,38159.0,5.31,0.48,17.93,9.05,51.6,27.83,10.33,23.93,4.53,3.7,26.83,0.0,4.91,1.92,1.76,2.0,8.16,88200.0,70.09,0.0,0.0,9.54,36.31,10.59,7.59,0.5326136536414778,0.4779356768885563,20.468554884547068,0.5177694875319067,0.481760643699557,Healthcare Access,35.54970345954021
2015,Texas,Rains County,48379,48448.0,7.9,0.41,10.74,7.07,67.23,39.53,7.35,16.96,3.24,14.35,26.62,0.0,15.8,4.38,0.0,1.0,3.52,98400.0,33.42,55.0,0.0,14.85,30.84,1.78,1.21,0.710354264862399,0.7565445026178008,11.672963410104012,0.3850382878460632,0.4802162975718622,Education,37.59772385119475
2015,Texas,Randall County,48381,60972.0,3.89,0.43,7.62,5.14,74.27,22.13,20.43,8.23,9.93,1.79,14.94,0.0,2.93,3.64,0.35,0.0,2.94,149000.0,51.11,0.0,0.0,8.44,25.73,2.46,1.66,0.4100653793522882,0.4940164547494389,10.562906115137205,0.2297270763793443,0.6897424948917631,Economic Stability,31.4883684064625
2015,Texas,Red River County,48387,31563.0,7.23,0.47,15.72,11.45,47.9,39.01,10.33,20.66,2.8,1.21,25.15,0.0,10.53,13.11,0.16,1.0,6.35,69200.0,55.58,58.0,0.0,15.8,35.12,1.89,1.81,0.9034514216207996,0.5243081525804039,20.232667689807712,0.5401531513842529,0.352441867425168,Economic Stability,28.8887133150732
2015,Texas,Rockwall County,48397,87524.0,5.87,0.41,5.77,2.46,80.23,22.24,25.17,8.45,11.72,0.17,13.85,0.0,2.42,9.87,0.44,0.0,2.41,193300.0,12.6,62.0,0.0,6.21,17.72,5.13,1.71,0.1360802797628097,0.3156320119670904,6.451534984934718,0.0663655998429216,0.8877933549686949,Economic Stability,35.470323936226286
2015,Texas,Rusk County,48401,46173.0,4.89,0.46,11.65,6.92,60.81,33.74,9.9,19.6,3.84,4.93,25.69,0.0,3.17,3.18,0.34,2.0,5.39,101400.0,54.48,51.0,0.0,11.28,35.17,4.88,2.86,0.6496883077390907,0.3807030665669408,17.346355,0.4300019634792854,0.5090220229340074,Education,28.298483545459696
2015,Texas,San Jacinto County,48407,43029.0,12.57,0.46,20.11,9.34,55.57,44.99,8.1,18.53,3.25,7.09,25.49,0.0,12.64,9.17,0.0,1.0,5.12,87800.0,34.29,58.0,0.0,11.61,42.82,2.49,1.73,0.5913030256956059,0.2793567688855646,20.37032674191632,0.5872766542312979,0.4423074228639829,Education,27.30339065703839
2015,Texas,San Patricio County,48409,52261.0,5.21,0.44,11.11,6.69,63.07,31.06,10.32,22.53,4.73,3.06,23.65,0.0,7.18,3.49,0.28,1.0,6.5,95000.0,57.87,64.0,3.0,9.4,32.25,3.24,6.38,0.4001824540063858,0.3519072550486162,12.892890397056956,0.4543491066169252,0.5721450743230675,Economic Stability,34.64218465754595
2015,Texas,Shelby County,48419,37756.0,7.89,0.47,16.44,10.92,47.63,35.73,9.55,22.88,5.25,3.47,29.0,0.0,8.6,3.63,0.59,1.0,6.42,75100.0,51.59,57.0,1.0,13.62,28.02,9.32,2.12,0.863615630226547,0.4203440538519071,20.165986708809463,0.6188886707245238,0.3275477031121309,Economic Stability,36.035116070230465
2015,Texas,Smith County,48423,46929.0,7.19,0.47,11.73,7.31,60.11,25.6,17.06,15.62,7.82,1.46,22.6,0.0,2.25,3.45,1.19,2.0,5.0,130600.0,43.9,53.0,2.0,10.51,29.94,5.76,2.99,0.4328721301505245,0.4326851159311892,16.531246528345044,0.3367366974278422,0.6248278309050184,Healthcare Access,43.26153840863668
2015,Texas,Somervell County,48425,51912.0,2.07,0.44,10.28,4.43,66.28,26.26,15.86,18.17,6.8,0.0,24.89,0.0,0.58,19.58,1.03,0.0,1.71,139800.0,34.97,61.0,0.0,10.37,23.42,2.8,3.28,0.6439105975368709,0.676140613313388,14.26599851276543,0.3188690359316709,0.5478913378485974,Healthcare Access,42.86973301861097
2015,Texas,Starr County,48427,26172.0,13.85,0.5,43.57,15.8,32.81,22.19,6.59,53.72,2.51,2.1,41.81,0.0,6.88,2.21,0.13,1.0,10.28,65100.0,29.57,109.0,0.0,7.74,37.42,24.36,40.38,0.1404895849171354,0.1806282722513089,30.71266988840175,0.203023758099352,0.8179760424401172,Economic Stability,37.394080664641336
2015,Texas,Stephens County,48429,43951.0,3.87,0.45,15.03,9.05,57.41,34.96,14.15,18.78,4.93,1.92,29.07,0.0,0.63,0.5,0.53,2.0,5.51,83900.0,68.03,50.0,0.0,14.77,26.38,5.01,3.48,0.8865744260301047,0.9999999999999998,19.921472281625267,0.5627331631651287,0.2963877742918914,Healthcare Access,30.739517381177485
2015,Texas,Tarrant County,48439,58711.0,6.9,0.46,11.84,5.81,66.14,23.77,20.59,14.87,9.68,2.44,21.18,0.0,2.12,5.51,0.63,2.0,4.72,141000.0,38.63,62.0,0.0,7.17,30.53,10.04,6.27,0.1544777254067203,0.2243829468960358,14.26047906539125,0.2038091498134694,0.8089328978002986,Education,29.95937503598024
2015,Texas,Taylor County,48441,45396.0,5.9,0.46,12.66,7.62,59.95,29.12,16.83,13.7,7.77,2.22,19.38,0.0,2.04,14.06,1.04,0.0,5.24,101500.0,59.49,34.0,2.0,10.12,33.33,2.99,2.53,0.518625513151893,0.4218399401645474,17.460668839103867,0.5120753976045552,0.4949831134752442,Healthcare Access,48.8521796864961
2015,Texas,Terry County,48445,37475.0,6.55,0.51,18.88,6.5,48.73,29.5,8.72,30.77,3.89,0.0,28.42,0.08,1.26,0.99,0.39,2.0,4.0,64200.0,75.56,1.0,0.0,14.43,41.84,5.77,9.89,0.4343925802037403,0.3982797307404637,14.034038549493628,0.5982721382289415,0.4708909699274666,Healthcare Access,45.622189346922966
2015,Texas,Titus County,48449,44178.0,7.5,0.44,15.81,6.11,53.78,29.38,9.79,27.37,5.17,1.78,24.89,0.0,2.06,7.52,0.55,2.0,5.76,97500.0,39.69,56.0,0.0,9.09,23.46,14.47,8.81,0.4666261213319141,0.2681376215407628,19.89385314212779,0.3330060867857844,0.6333947493748787,Community Context,27.388347539687842
2015,Texas,Tom Green County,48451,46711.0,4.68,0.47,11.9,6.74,62.12,30.31,14.72,16.8,7.39,1.24,21.46,0.0,1.78,1.71,0.95,2.0,6.49,108600.0,59.66,33.0,0.0,10.34,32.12,2.96,3.44,0.4065683442298919,0.3492894540014958,13.841549705475968,0.2870606715099156,0.6708641484249335,Healthcare Access,37.83928979975434
2015,Texas,Travis County,48453,61451.0,5.95,0.49,9.63,6.66,66.44,17.1,29.27,12.17,16.69,1.9,18.6,0.0,1.99,1.67,0.95,2.0,5.81,237100.0,33.59,58.0,0.0,5.49,28.7,12.42,6.57,0.2475292686635244,0.2673896783844428,15.453914253478754,0.0661692519143923,0.859300700413863,Education,36.414045775485
2015,Texas,Tyler County,48457,41360.0,11.52,0.42,19.09,9.93,63.06,41.82,7.69,15.74,3.47,3.87,22.21,0.0,25.29,7.63,0.09,1.0,6.69,81600.0,44.33,52.0,0.0,12.7,20.25,1.36,1.08,0.9385738178500836,0.8193717277486909,20.444440923494792,0.6002356175142352,0.2763493113615647,Healthcare Access,31.7129206192649
2015,Texas,Upshur County,48459,46673.0,7.91,0.43,14.3,7.1,65.46,32.6,10.37,17.24,4.1,3.09,21.7,0.0,6.49,7.45,0.17,2.0,4.31,93700.0,46.02,54.0,0.0,11.65,21.03,2.49,1.24,0.571233084993158,0.6664173522812267,13.496847202295552,0.5228745336736698,0.448263619069728,Healthcare Access,30.874410910812784
2015,Texas,Uvalde County,48463,38568.0,8.12,0.44,17.39,10.59,49.91,23.2,11.32,29.49,3.97,2.09,26.5,0.0,1.76,0.91,0.44,2.0,6.94,77000.0,52.33,72.0,0.0,13.47,37.58,7.94,10.15,0.5169530180933556,0.3373223635003738,14.80674424016756,0.2352248183781661,0.6700469671950562,Economic Stability,27.982366057207287
2015,Texas,Val Verde County,48465,42174.0,9.3,0.45,21.58,10.37,53.75,26.55,12.79,33.95,4.21,3.75,27.02,0.0,1.54,1.05,0.31,1.0,7.68,92400.0,49.21,86.0,0.0,8.97,32.27,13.82,15.37,0.2086057473012011,0.1151832460732984,16.155006926358947,0.2303161201649322,0.7877102791033505,Economic Stability,25.10835903746136
2015,Texas,Van Zandt County,48467,44002.0,6.09,0.46,12.72,7.34,62.05,35.4,10.25,18.37,5.2,1.64,25.92,0.0,12.62,1.06,0.09,1.0,3.52,103400.0,44.76,55.0,43.0,12.9,23.55,3.27,1.67,0.716892200091227,0.6727748691099475,19.09410024933368,0.364421755350481,0.4990017998513485,Healthcare Access,38.959135126075964
2015,Texas,Victoria County,48469,51758.0,6.47,0.45,12.09,6.13,62.19,31.25,12.68,17.53,5.54,0.38,21.75,0.0,1.71,2.17,0.75,0.0,5.8,119300.0,54.01,70.0,0.0,9.73,34.3,3.92,3.17,0.3878668085753383,0.4487658937920718,14.341482744509616,0.3661888867072453,0.6190500360238441,Healthcare Access,38.471418978557416
2015,Texas,Walker County,48471,37666.0,4.38,0.49,8.87,15.2,56.37,35.78,13.13,18.13,5.72,1.01,17.74,0.0,4.51,4.45,0.3,2.0,4.63,116100.0,31.94,58.0,0.0,11.02,33.75,5.18,2.58,0.2726166945415843,0.4472700074794315,26.17953647855904,0.3388965246416651,0.6701500761045825,Economic Stability,54.56811576886028
2015,Texas,Waller County,48473,51348.0,8.26,0.46,16.18,8.06,58.84,31.37,13.75,21.93,5.09,3.05,25.18,0.0,5.7,1.67,0.1,1.0,5.6,144200.0,31.13,64.0,0.0,6.5,26.58,10.13,5.79,0.541888398966094,0.3642483171278982,16.78674894003634,0.3324170430001963,0.6015584227972642,Community Context,27.475627627840105
2015,Texas,Ward County,48475,51345.0,4.37,0.46,11.61,8.45,65.46,34.99,7.86,24.59,3.52,0.27,22.19,0.0,0.76,0.46,0.68,1.0,7.83,72200.0,75.15,39.0,0.0,11.49,31.01,4.61,6.08,0.9370533677968678,0.7412116679132386,16.44638063439065,0.6984095817789122,0.2257170738022685,Healthcare Access,28.68081484399745
2015,Texas,Washington County,48477,51269.0,5.06,0.45,9.79,7.06,62.59,31.25,15.43,17.26,6.21,2.83,20.07,0.0,2.99,1.69,0.52,1.0,4.61,152800.0,44.75,56.0,0.0,11.99,32.07,3.97,1.47,0.5002280675079823,0.1368735976065819,12.643782689387548,0.1405851168270174,0.7518931498907366,Economic Stability,33.381169043548354
2015,Texas,Webb County,48479,38862.0,6.01,0.48,31.86,13.17,40.7,24.37,11.89,34.76,5.22,1.54,34.24,0.0,2.02,1.36,0.42,2.0,7.48,109500.0,30.92,99.0,0.0,6.03,36.45,18.95,27.95,0.0392276113729663,0.0,25.237190810920943,0.1706263498920086,0.8858559066529049,Economic Stability,33.12714578061999
2015,Texas,Wharton County,48481,45176.0,6.63,0.44,14.18,7.22,57.79,33.63,9.54,23.48,4.54,0.72,24.02,0.0,3.15,2.01,0.29,2.0,6.14,102300.0,63.14,66.0,0.0,14.18,36.75,6.88,5.05,0.5686483199026912,0.2801047120418848,15.641904194136623,0.361083840565482,0.5847447284857149,Education,25.30329294987871
2015,Texas,Wichita County,48485,45543.0,6.11,0.45,13.07,8.03,61.41,32.4,14.41,13.93,7.18,2.61,19.56,0.0,2.13,3.45,0.87,2.0,6.55,89700.0,65.32,58.0,0.0,11.61,35.05,3.92,2.81,0.4082408392884293,0.4225878833208675,18.775138854348004,0.4533673669742785,0.5632485396968173,Healthcare Access,40.25274243796519
